"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 04 12:06:11 GMT 2021","Wed Aug 04 12:06:19 GMT 2021","8057","docs.testcases","test_logout","","","","test_logout",""
"broken","Wed Aug 04 12:06:04 GMT 2021","Wed Aug 04 12:06:11 GMT 2021","7127","docs.testcases","test_edit_settings","","","","test_edit_settings",""
"broken","Wed Aug 04 12:05:25 GMT 2021","Wed Aug 04 12:05:35 GMT 2021","10094","docs.testcases","test_articles_list","","","","test_global_feed_list",""
"broken","Wed Aug 04 12:05:56 GMT 2021","Wed Aug 04 12:06:04 GMT 2021","8044","docs.testcases","test_delete_post","","","","test_delete_post",""
"broken","Wed Aug 04 12:06:19 GMT 2021","Wed Aug 04 12:06:27 GMT 2021","8094","docs.testcases","test_pagination","","","","test_global_feed_pagination",""
"broken","Wed Aug 04 12:05:48 GMT 2021","Wed Aug 04 12:05:56 GMT 2021","8019","docs.testcases","test_create_posts","","","","test_create_posts",""
"broken","Wed Aug 04 12:05:41 GMT 2021","Wed Aug 04 12:05:48 GMT 2021","7024","docs.testcases","test_create_post","","","","test_create_post",""
"passed","Wed Aug 04 12:05:35 GMT 2021","Wed Aug 04 12:05:41 GMT 2021","5760","docs.testcases","test_cookie_accept","","","","test_cookie_accept",""
"passed","Wed Aug 04 12:06:33 GMT 2021","Wed Aug 04 12:06:44 GMT 2021","11075","docs.testcases","test_registration200","","","","test_registration200",""
"failed","Wed Aug 04 12:06:27 GMT 2021","Wed Aug 04 12:06:33 GMT 2021","6067","docs.testcases","test_registration","","","","test_registration",""
