"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 06 15:04:26 GMT 2021","Fri Aug 06 15:04:40 GMT 2021","14545","docs.testcases","test_all_in_one","TestConduit","","","test_delete_post_process",""
"passed","Fri Aug 06 15:05:47 GMT 2021","Fri Aug 06 15:05:56 GMT 2021","8580","docs.testcases","test_all_in_one2","TestConduit","","","test_create_post",""
"failed","Fri Aug 06 15:05:20 GMT 2021","Fri Aug 06 15:05:23 GMT 2021","2410","docs.testcases","test_all_in_one2","TestConduit","","","test_registration_process",""
"passed","Fri Aug 06 15:03:43 GMT 2021","Fri Aug 06 15:04:25 GMT 2021","42302","docs.testcases","test_all_in_one","TestConduit","","","test_create_posts_process",""
"passed","Fri Aug 06 15:05:24 GMT 2021","Fri Aug 06 15:05:26 GMT 2021","1899","docs.testcases","test_all_in_one2","TestConduit","","","test_login_process",""
"passed","Fri Aug 06 15:02:52 GMT 2021","Fri Aug 06 15:03:15 GMT 2021","23006","docs.testcases","test_all_in_one","TestConduit","","","test_edit_settings_process",""
"passed","Fri Aug 06 15:04:56 GMT 2021","Fri Aug 06 15:05:04 GMT 2021","7594","docs.testcases","test_all_in_one","TestConduit","","","test_global_feed_list",""
"passed","Fri Aug 06 15:02:36 GMT 2021","Fri Aug 06 15:02:38 GMT 2021","2107","docs.testcases","test_all_in_one","TestConduit","","","test_cookie_process",""
"passed","Fri Aug 06 15:05:41 GMT 2021","Fri Aug 06 15:05:47 GMT 2021","5438","docs.testcases","test_all_in_one2","TestConduit","","","test_logout_process",""
"broken","Fri Aug 06 15:05:57 GMT 2021","Fri Aug 06 15:06:13 GMT 2021","15625","docs.testcases","test_all_in_one2","TestConduit","","","test_create_posts_process",""
"passed","Fri Aug 06 15:06:23 GMT 2021","Fri Aug 06 15:06:35 GMT 2021","12504","docs.testcases","test_all_in_one2","TestConduit","","","test_export_my_last_post",""
"passed","Fri Aug 06 15:05:06 GMT 2021","Fri Aug 06 15:05:15 GMT 2021","9489","docs.testcases","test_all_in_one","TestConduit","","","test_global_feed_pagination",""
"passed","Fri Aug 06 15:02:39 GMT 2021","Fri Aug 06 15:02:43 GMT 2021","4088","docs.testcases","test_all_in_one","TestConduit","","","test_registration_process",""
"broken","Fri Aug 06 15:06:14 GMT 2021","Fri Aug 06 15:06:21 GMT 2021","7612","docs.testcases","test_all_in_one2","TestConduit","","","test_delete_post_process",""
"passed","Fri Aug 06 15:03:16 GMT 2021","Fri Aug 06 15:03:25 GMT 2021","8430","docs.testcases","test_all_in_one","TestConduit","","","test_logout_process",""
"passed","Fri Aug 06 15:03:26 GMT 2021","Fri Aug 06 15:03:41 GMT 2021","14935","docs.testcases","test_all_in_one","TestConduit","","","test_create_post",""
"passed","Fri Aug 06 15:05:17 GMT 2021","Fri Aug 06 15:05:19 GMT 2021","2091","docs.testcases","test_all_in_one2","TestConduit","","","test_cookie_process",""
"passed","Fri Aug 06 15:05:28 GMT 2021","Fri Aug 06 15:05:40 GMT 2021","12447","docs.testcases","test_all_in_one2","TestConduit","","","test_edit_settings_process",""
"passed","Fri Aug 06 15:02:45 GMT 2021","Fri Aug 06 15:02:51 GMT 2021","6334","docs.testcases","test_all_in_one","TestConduit","","","test_login_process",""
"passed","Fri Aug 06 15:06:46 GMT 2021","Fri Aug 06 15:06:56 GMT 2021","9493","docs.testcases","test_all_in_one2","TestConduit","","","test_global_feed_pagination",""
"passed","Fri Aug 06 15:06:37 GMT 2021","Fri Aug 06 15:06:45 GMT 2021","7601","docs.testcases","test_all_in_one2","TestConduit","","","test_global_feed_list",""
"passed","Fri Aug 06 15:04:42 GMT 2021","Fri Aug 06 15:04:55 GMT 2021","12517","docs.testcases","test_all_in_one","TestConduit","","","test_export_my_last_post",""
