"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 12:31:02 GMT 2021","Thu Aug 05 12:31:17 GMT 2021","14541","docs.testcases","test_all_in_one","TestConduit","","","test_create_post",""
"passed","Thu Aug 05 12:32:17 GMT 2021","Thu Aug 05 12:32:29 GMT 2021","12455","docs.testcases","test_all_in_one","TestConduit","","","test_export_my_last_post",""
"passed","Thu Aug 05 12:30:21 GMT 2021","Thu Aug 05 12:30:27 GMT 2021","6289","docs.testcases","test_all_in_one","TestConduit","","","test_login_process",""
"passed","Thu Aug 05 12:30:28 GMT 2021","Thu Aug 05 12:30:51 GMT 2021","22851","docs.testcases","test_all_in_one","TestConduit","","","test_edit_settings_process",""
"passed","Thu Aug 05 12:32:31 GMT 2021","Thu Aug 05 12:32:38 GMT 2021","7485","docs.testcases","test_all_in_one","TestConduit","","","test_global_feed_list",""
"passed","Thu Aug 05 12:30:16 GMT 2021","Thu Aug 05 12:30:20 GMT 2021","3881","docs.testcases","test_all_in_one","TestConduit","","","test_registration_process",""
"passed","Thu Aug 05 12:32:01 GMT 2021","Thu Aug 05 12:32:15 GMT 2021","14496","docs.testcases","test_all_in_one","TestConduit","","","test_delete_post_process",""
"passed","Thu Aug 05 12:30:52 GMT 2021","Thu Aug 05 12:31:01 GMT 2021","8426","docs.testcases","test_all_in_one","TestConduit","","","test_logout_process",""
"passed","Thu Aug 05 12:32:39 GMT 2021","Thu Aug 05 12:32:48 GMT 2021","9426","docs.testcases","test_all_in_one","TestConduit","","","test_global_feed_pagination",""
"passed","Thu Aug 05 12:30:13 GMT 2021","Thu Aug 05 12:30:15 GMT 2021","2113","docs.testcases","test_all_in_one","TestConduit","","","test_cookie_process",""
"passed","Thu Aug 05 12:31:17 GMT 2021","Thu Aug 05 12:31:59 GMT 2021","41857","docs.testcases","test_all_in_one","TestConduit","","","test_create_posts_process",""
