"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 04 12:05:55 GMT 2021","Wed Aug 04 12:06:00 GMT 2021","5763","docs.testcases","test_cookie_accept","","","","test_cookie_accept",""
"broken","Wed Aug 04 12:06:23 GMT 2021","Wed Aug 04 12:06:30 GMT 2021","6947","docs.testcases","test_edit_settings","","","","test_edit_settings",""
"broken","Wed Aug 04 12:05:46 GMT 2021","Wed Aug 04 12:05:55 GMT 2021","8978","docs.testcases","test_articles_list","","","","test_global_feed_list",""
"broken","Wed Aug 04 12:06:46 GMT 2021","Wed Aug 04 12:06:54 GMT 2021","7899","docs.testcases","test_pagination","","","","test_global_feed_pagination",""
"passed","Wed Aug 04 12:07:00 GMT 2021","Wed Aug 04 12:07:11 GMT 2021","11080","docs.testcases","test_registration200","","","","test_registration200",""
"broken","Wed Aug 04 12:06:38 GMT 2021","Wed Aug 04 12:06:46 GMT 2021","7976","docs.testcases","test_logout","","","","test_logout",""
"broken","Wed Aug 04 12:06:00 GMT 2021","Wed Aug 04 12:06:08 GMT 2021","7935","docs.testcases","test_create_post","","","","test_create_post",""
"broken","Wed Aug 04 12:06:08 GMT 2021","Wed Aug 04 12:06:15 GMT 2021","6983","docs.testcases","test_create_posts","","","","test_create_posts",""
"broken","Wed Aug 04 12:06:15 GMT 2021","Wed Aug 04 12:06:23 GMT 2021","7905","docs.testcases","test_delete_post","","","","test_delete_post",""
"failed","Wed Aug 04 12:06:54 GMT 2021","Wed Aug 04 12:07:00 GMT 2021","6009","docs.testcases","test_registration","","","","test_registration",""
"broken","Wed Aug 04 12:06:30 GMT 2021","Wed Aug 04 12:06:38 GMT 2021","7972","docs.testcases","test_export_my_last_post","","","","test_export_my_last_post",""
