"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 04 13:31:13 GMT 2021","Wed Aug 04 13:31:17 GMT 2021","3761","docs.testcases","test_login","","","","test_login",""
"broken","Wed Aug 04 13:30:42 GMT 2021","Wed Aug 04 13:30:50 GMT 2021","8026","docs.testcases","test_create_posts","","","","test_create_posts",""
"broken","Wed Aug 04 13:30:50 GMT 2021","Wed Aug 04 13:30:58 GMT 2021","8164","docs.testcases","test_delete_post","","","","test_delete_post",""
"broken","Wed Aug 04 13:30:34 GMT 2021","Wed Aug 04 13:30:42 GMT 2021","8036","docs.testcases","test_create_post","","","","test_create_post",""
"passed","Wed Aug 04 13:31:39 GMT 2021","Wed Aug 04 13:31:48 GMT 2021","9043","docs.testcases","test_registration200","","","","test_registration200",""
"broken","Wed Aug 04 13:30:58 GMT 2021","Wed Aug 04 13:31:05 GMT 2021","6990","docs.testcases","test_edit_settings","","","","test_edit_settings",""
"failed","Wed Aug 04 13:31:33 GMT 2021","Wed Aug 04 13:31:39 GMT 2021","6119","docs.testcases","test_registration","","","","test_registration",""
"passed","Wed Aug 04 13:30:28 GMT 2021","Wed Aug 04 13:30:34 GMT 2021","5786","docs.testcases","test_cookie_accept","","","","test_cookie_accept",""
"broken","Wed Aug 04 13:31:25 GMT 2021","Wed Aug 04 13:31:33 GMT 2021","8044","docs.testcases","test_pagination","","","","test_global_feed_pagination",""
"broken","Wed Aug 04 13:30:09 GMT 2021","Wed Aug 04 13:30:28 GMT 2021","18617","docs.testcases","test_articles_list","","","","test_global_feed_list",""
"broken","Wed Aug 04 13:31:17 GMT 2021","Wed Aug 04 13:31:25 GMT 2021","8030","docs.testcases","test_logout","","","","test_logout",""
"broken","Wed Aug 04 13:31:05 GMT 2021","Wed Aug 04 13:31:13 GMT 2021","8025","docs.testcases","test_export_my_last_post","","","","test_export_my_last_post",""
