"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 12:11:21 GMT 2021","Thu Aug 05 12:11:34 GMT 2021","12460","docs.testcases","test_all_in_one","TestConduit","","","test_export_my_last_post",""
"passed","Thu Aug 05 12:09:32 GMT 2021","Thu Aug 05 12:09:55 GMT 2021","22866","docs.testcases","test_all_in_one","TestConduit","","","test_edit_settings_process",""
"passed","Thu Aug 05 12:09:56 GMT 2021","Thu Aug 05 12:10:05 GMT 2021","8413","docs.testcases","test_all_in_one","TestConduit","","","test_logout_process",""
"passed","Thu Aug 05 12:09:19 GMT 2021","Thu Aug 05 12:09:23 GMT 2021","3933","docs.testcases","test_all_in_one","TestConduit","","","test_registration_process",""
"passed","Thu Aug 05 12:10:22 GMT 2021","Thu Aug 05 12:11:04 GMT 2021","41860","docs.testcases","test_all_in_one","TestConduit","","","test_create_posts_process",""
"passed","Thu Aug 05 12:10:06 GMT 2021","Thu Aug 05 12:10:21 GMT 2021","14866","docs.testcases","test_all_in_one","TestConduit","","","test_create_post",""
"passed","Thu Aug 05 12:09:17 GMT 2021","Thu Aug 05 12:09:19 GMT 2021","2134","docs.testcases","test_all_in_one","TestConduit","","","test_cookie_process",""
"passed","Thu Aug 05 12:11:05 GMT 2021","Thu Aug 05 12:11:20 GMT 2021","14512","docs.testcases","test_all_in_one","TestConduit","","","test_delete_post_process",""
"passed","Thu Aug 05 12:09:24 GMT 2021","Thu Aug 05 12:09:30 GMT 2021","6334","docs.testcases","test_all_in_one","TestConduit","","","test_login_process",""
"passed","Thu Aug 05 12:11:35 GMT 2021","Thu Aug 05 12:11:43 GMT 2021","7504","docs.testcases","test_all_in_one","TestConduit","","","test_global_feed_list",""
