"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 16:13:19 GMT 2021","Tue Aug 10 16:13:31 GMT 2021","12541","docs.testcases","test_all_in_one_with_wait","TestConduit","","","test_export_my_last_post",""
"passed","Tue Aug 10 16:12:23 GMT 2021","Tue Aug 10 16:13:06 GMT 2021","42305","docs.testcases","test_all_in_one_with_wait","TestConduit","","","test_create_posts_process",""
"passed","Tue Aug 10 16:11:36 GMT 2021","Tue Aug 10 16:11:40 GMT 2021","4331","docs.testcases","test_all_in_one_with_wait","TestConduit","","","test_registration_process",""
"passed","Tue Aug 10 16:12:07 GMT 2021","Tue Aug 10 16:12:22 GMT 2021","14990","docs.testcases","test_all_in_one_with_wait","TestConduit","","","test_create_post",""
"passed","Tue Aug 10 16:11:42 GMT 2021","Tue Aug 10 16:11:44 GMT 2021","1930","docs.testcases","test_all_in_one_with_wait","TestConduit","","","test_login_process",""
"passed","Tue Aug 10 16:13:07 GMT 2021","Tue Aug 10 16:13:17 GMT 2021","9784","docs.testcases","test_all_in_one_with_wait","TestConduit","","","test_delete_post_process",""
"passed","Tue Aug 10 16:12:00 GMT 2021","Tue Aug 10 16:12:05 GMT 2021","5444","docs.testcases","test_all_in_one_with_wait","TestConduit","","","test_logout_process",""
"passed","Tue Aug 10 16:11:33 GMT 2021","Tue Aug 10 16:11:35 GMT 2021","2145","docs.testcases","test_all_in_one_with_wait","TestConduit","","","test_cookie_process",""
"passed","Tue Aug 10 16:11:46 GMT 2021","Tue Aug 10 16:11:58 GMT 2021","12558","docs.testcases","test_all_in_one_with_wait","TestConduit","","","test_edit_settings_process",""
"passed","Tue Aug 10 16:13:32 GMT 2021","Tue Aug 10 16:13:40 GMT 2021","7620","docs.testcases","test_all_in_one_with_wait","TestConduit","","","test_global_feed_list",""
"passed","Tue Aug 10 16:13:41 GMT 2021","Tue Aug 10 16:13:51 GMT 2021","9496","docs.testcases","test_all_in_one_with_wait","TestConduit","","","test_global_feed_pagination",""
