"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 04 12:14:59 GMT 2021","Wed Aug 04 12:15:15 GMT 2021","15606","docs.testcases","test_articles_list","","","","test_global_feed_list",""
"broken","Wed Aug 04 12:15:37 GMT 2021","Wed Aug 04 12:15:45 GMT 2021","7984","docs.testcases","test_delete_post","","","","test_delete_post",""
"broken","Wed Aug 04 12:16:12 GMT 2021","Wed Aug 04 12:16:20 GMT 2021","8031","docs.testcases","test_pagination","","","","test_global_feed_pagination",""
"failed","Wed Aug 04 12:16:20 GMT 2021","Wed Aug 04 12:16:26 GMT 2021","6154","docs.testcases","test_registration","","","","test_registration",""
"broken","Wed Aug 04 12:15:29 GMT 2021","Wed Aug 04 12:15:37 GMT 2021","7989","docs.testcases","test_create_posts","","","","test_create_posts",""
"passed","Wed Aug 04 12:15:15 GMT 2021","Wed Aug 04 12:15:21 GMT 2021","5813","docs.testcases","test_cookie_accept","","","","test_cookie_accept",""
"broken","Wed Aug 04 12:15:45 GMT 2021","Wed Aug 04 12:15:52 GMT 2021","6984","docs.testcases","test_edit_settings","","","","test_edit_settings",""
"broken","Wed Aug 04 12:15:21 GMT 2021","Wed Aug 04 12:15:29 GMT 2021","7978","docs.testcases","test_create_post","","","","test_create_post",""
"passed","Wed Aug 04 12:16:26 GMT 2021","Wed Aug 04 12:16:37 GMT 2021","11177","docs.testcases","test_registration200","","","","test_registration200",""
"broken","Wed Aug 04 12:16:00 GMT 2021","Wed Aug 04 12:16:04 GMT 2021","3755","docs.testcases","test_login","","","","test_login",""
"broken","Wed Aug 04 12:16:04 GMT 2021","Wed Aug 04 12:16:12 GMT 2021","8051","docs.testcases","test_logout","","","","test_logout",""
"broken","Wed Aug 04 12:15:52 GMT 2021","Wed Aug 04 12:16:00 GMT 2021","7993","docs.testcases","test_export_my_last_post","","","","test_export_my_last_post",""
