"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 04 13:22:27 GMT 2021","Wed Aug 04 13:22:30 GMT 2021","3808","docs.testcases","test_login","","","","test_login",""
"broken","Wed Aug 04 13:21:47 GMT 2021","Wed Aug 04 13:21:55 GMT 2021","8029","docs.testcases","test_create_post","","","","test_create_post",""
"broken","Wed Aug 04 13:22:38 GMT 2021","Wed Aug 04 13:22:46 GMT 2021","8018","docs.testcases","test_pagination","","","","test_global_feed_pagination",""
"broken","Wed Aug 04 13:21:21 GMT 2021","Wed Aug 04 13:21:41 GMT 2021","19948","docs.testcases","test_articles_list","","","","test_global_feed_list",""
"broken","Wed Aug 04 13:22:03 GMT 2021","Wed Aug 04 13:22:11 GMT 2021","8022","docs.testcases","test_delete_post","","","","test_delete_post",""
"passed","Wed Aug 04 13:22:47 GMT 2021","Wed Aug 04 13:22:58 GMT 2021","11419","docs.testcases","test_registration","","","","test_registration",""
"broken","Wed Aug 04 13:22:11 GMT 2021","Wed Aug 04 13:22:18 GMT 2021","6990","docs.testcases","test_edit_settings","","","","test_edit_settings",""
"broken","Wed Aug 04 13:22:18 GMT 2021","Wed Aug 04 13:22:27 GMT 2021","8044","docs.testcases","test_export_my_last_post","","","","test_export_my_last_post",""
"passed","Wed Aug 04 13:21:41 GMT 2021","Wed Aug 04 13:21:47 GMT 2021","5779","docs.testcases","test_cookie_accept","","","","test_cookie_accept",""
"broken","Wed Aug 04 13:22:30 GMT 2021","Wed Aug 04 13:22:38 GMT 2021","8018","docs.testcases","test_logout","","","","test_logout",""
"passed","Wed Aug 04 13:22:58 GMT 2021","Wed Aug 04 13:23:07 GMT 2021","9124","docs.testcases","test_registration200","","","","test_registration200",""
"broken","Wed Aug 04 13:21:55 GMT 2021","Wed Aug 04 13:22:03 GMT 2021","8011","docs.testcases","test_create_posts","","","","test_create_posts",""
