"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 04 12:07:01 GMT 2021","Wed Aug 04 12:07:13 GMT 2021","11123","docs.testcases","test_registration","","","","test_registration",""
"broken","Wed Aug 04 12:06:04 GMT 2021","Wed Aug 04 12:06:12 GMT 2021","7925","docs.testcases","test_create_post","","","","test_create_post",""
"broken","Wed Aug 04 12:06:54 GMT 2021","Wed Aug 04 12:07:01 GMT 2021","7876","docs.testcases","test_pagination","","","","test_global_feed_pagination",""
"broken","Wed Aug 04 12:06:28 GMT 2021","Wed Aug 04 12:06:35 GMT 2021","6866","docs.testcases","test_edit_settings","","","","test_edit_settings",""
"broken","Wed Aug 04 12:06:43 GMT 2021","Wed Aug 04 12:06:47 GMT 2021","3683","docs.testcases","test_login","","","","test_login",""
"broken","Wed Aug 04 12:06:12 GMT 2021","Wed Aug 04 12:06:20 GMT 2021","7890","docs.testcases","test_create_posts","","","","test_create_posts",""
"passed","Wed Aug 04 12:07:13 GMT 2021","Wed Aug 04 12:07:24 GMT 2021","11003","docs.testcases","test_registration200","","","","test_registration200",""
"broken","Wed Aug 04 12:06:20 GMT 2021","Wed Aug 04 12:06:28 GMT 2021","7908","docs.testcases","test_delete_post","","","","test_delete_post",""
"broken","Wed Aug 04 12:06:47 GMT 2021","Wed Aug 04 12:06:54 GMT 2021","6876","docs.testcases","test_logout","","","","test_logout",""
"passed","Wed Aug 04 12:05:59 GMT 2021","Wed Aug 04 12:06:04 GMT 2021","5751","docs.testcases","test_cookie_accept","","","","test_cookie_accept",""
"broken","Wed Aug 04 12:06:35 GMT 2021","Wed Aug 04 12:06:43 GMT 2021","7873","docs.testcases","test_export_my_last_post","","","","test_export_my_last_post",""
"broken","Wed Aug 04 12:05:45 GMT 2021","Wed Aug 04 12:05:59 GMT 2021","13246","docs.testcases","test_articles_list","","","","test_global_feed_list",""
