"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 04 13:58:15 GMT 2021","Wed Aug 04 13:58:21 GMT 2021","5739","docs.testcases","test_cookie_accept","","","","test_cookie_accept",""
"broken","Wed Aug 04 13:59:03 GMT 2021","Wed Aug 04 13:59:05 GMT 2021","1483","docs.testcases","test_logout","","","","test_logout",""
"broken","Wed Aug 04 13:58:45 GMT 2021","Wed Aug 04 13:58:52 GMT 2021","6927","docs.testcases","test_edit_settings","","","","test_edit_settings",""
"broken","Wed Aug 04 13:58:29 GMT 2021","Wed Aug 04 13:58:37 GMT 2021","7957","docs.testcases","test_create_posts","","","","test_create_posts",""
"broken","Wed Aug 04 13:58:37 GMT 2021","Wed Aug 04 13:58:45 GMT 2021","7914","docs.testcases","test_delete_post","","","","test_delete_post",""
"passed","Wed Aug 04 13:59:22 GMT 2021","Wed Aug 04 13:59:30 GMT 2021","7974","docs.testcases","test_registration200","","","","test_registration200",""
"broken","Wed Aug 04 13:59:00 GMT 2021","Wed Aug 04 13:59:03 GMT 2021","3575","docs.testcases","test_login","","","","test_login",""
"broken","Wed Aug 04 13:58:06 GMT 2021","Wed Aug 04 13:58:15 GMT 2021","9043","docs.testcases","test_articles_list","","","","test_global_feed_list",""
"broken","Wed Aug 04 13:59:05 GMT 2021","Wed Aug 04 13:59:13 GMT 2021","8035","docs.testcases","test_pagination","","","","test_global_feed_pagination",""
"broken","Wed Aug 04 13:58:52 GMT 2021","Wed Aug 04 13:59:00 GMT 2021","7908","docs.testcases","test_export_my_last_post","","","","test_export_my_last_post",""
"broken","Wed Aug 04 13:58:21 GMT 2021","Wed Aug 04 13:58:29 GMT 2021","8034","docs.testcases","test_create_post","","","","test_create_post",""
"passed","Wed Aug 04 13:59:13 GMT 2021","Wed Aug 04 13:59:22 GMT 2021","8976","docs.testcases","test_registration","","","","test_registration",""
